,assist_percentage,assists,box_plus_minus,block_percentage,blocks,conference,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goals,free_throw_attempt_rate,free_throw_attempt,free_throw_percentage,free_throws,minutes_played,name,offensive_rebound_percentage,offensive_rebounds,personal_fouls,player_id,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage
430,23.4,159,5.9,0.6,8,,10.2,128.0,0.508,513,217,0.333,171,0.795,136,1363.0,Brandon Knight,2.2,25.0,83.0,brandon-knight-1,657,1.1,25,0.45,231,0.377,87,6.3,153,0.553,16.8,120.0,282,0.461,130,27.0
431,26.6,460,12.9,0.7,28,,10.6,377.0,0.475,1350,578,0.474,640,0.783,501,3647.0,Kemba Walker,3.5,116.0,171.0,kemba-walker-1,1783,3.2,185,0.287,387,0.326,126,7.3,493,0.539,13.5,258.0,963,0.469,452,26.2
432,26.3,515,9.5,0.3,12,,8.3,292.0,0.535,1843,838,0.386,711,0.882,627,4119.0,Jimmer Fredette,2.4,75.0,172.0,jimmer-fredette-1,2599,2.1,167,0.408,752,0.394,296,5.0,367,0.596,13.8,350.0,1091,0.497,542,30.5
433,20.3,259,10.1,2.7,74,,13.8,386.0,0.509,1414,599,0.27,382,0.827,316,3367.0,Klay Thompson,3.3,89.0,241.0,klay-thompson-1,1756,2.6,130,0.438,620,0.39,242,8.7,475,0.55,15.3,289.0,794,0.45,357,31.9
434,17.0,165,7.2,1.2,24,,13.7,248.0,0.522,855,423,0.579,495,0.804,398,2100.0,Alec Burks,8.8,149.0,163.0,alec-burks-1,1291,2.1,76,0.175,150,0.313,47,11.3,397,0.592,12.6,157.0,705,0.533,376,30.0
435,10.9,126,12.3,4.8,103,,22.9,445.0,0.583,617,341,0.504,311,0.653,203,2105.0,Markieff Morris,13.0,217.0,298.0,markieff-morris-1,923,1.7,60,0.152,94,0.404,38,17.7,662,0.603,18.4,172.0,523,0.579,303,21.8
436,10.2,137,11.2,1.8,48,,16.7,415.0,0.579,916,508,0.514,471,0.66,311,2611.0,Marcus Morris,12.1,261.0,279.0,marcus-morris-1,1371,1.9,102,0.134,123,0.358,44,14.6,676,0.601,13.1,172.0,793,0.585,464,24.5
437,14.4,156,9.1,2.2,45,,25.0,486.0,0.473,840,377,0.312,262,0.744,195,2236.0,Kawhi Leonard,12.6,230.0,174.0,kawhi-leonard-1,990,2.7,98,0.195,164,0.25,41,19.0,716,0.513,13.7,153.0,676,0.497,336,26.0
438,10.1,97,9.5,4.4,95,,24.5,481.0,0.535,721,367,0.355,256,0.746,191,2409.0,Nikola Vucevic,10.8,213.0,212.0,nikola-vucevic-1,962,1.0,45,0.169,122,0.303,37,17.7,694,0.571,13.3,129.0,599,0.551,330,22.7
439,26.5,382,9.8,0.6,17,,12.9,310.0,0.453,977,387,0.39,381,0.738,281,2877.0,Iman Shumpert,4.6,102.0,245.0,iman-shumpert-1,1166,4.3,207,0.373,364,0.305,111,7.9,412,0.503,19.5,280.0,613,0.45,276,23.9
440,10.6,140,9.5,5.1,136,,16.9,397.0,0.484,802,336,0.419,336,0.592,199,2761.0,Chris Singleton,8.0,189.0,290.0,chris-singleton-1,975,4.1,180,0.393,315,0.33,104,11.9,586,0.507,19.1,227.0,487,0.476,232,21.4
441,10.4,44,5.5,3.4,29,,20.6,180.0,0.489,402,185,0.423,170,0.753,128,993.0,Tobias Harris,7.5,67.0,70.0,tobias-harris-1,521,1.4,24,0.189,76,0.303,23,14.0,247,0.54,11.4,62.0,326,0.497,162,27.2
442,21.1,406,9.6,0.4,19,,7.9,284.0,0.503,1490,667,0.345,514,0.8,411,3842.0,Nolan Smith,3.5,114.0,267.0,nolan-smith-1,1911,2.1,142,0.303,451,0.368,166,5.7,398,0.551,14.4,292.0,1039,0.482,501,25.6
443,6.0,117,9.9,8.5,241,,33.9,1071.0,0.57,1376,783,0.549,755,0.583,440,3964.0,Kenneth Faried,18.2,602.0,416.0,kenneth-faried-1,2009,3.3,228,0.009,12,0.25,3,25.8,1673,0.579,14.9,304.0,1364,0.572,780,26.1
444,26.8,350,9.1,1.6,46,,12.8,298.0,0.527,979,455,0.302,296,0.753,223,2775.0,Reggie Jackson,5.5,135.0,172.0,reggie-jackson-1,1254,1.6,83,0.352,345,0.351,121,9.2,433,0.56,15.3,203.0,634,0.527,334,24.8
445,13.5,175,9.5,2.5,81,,12.3,307.0,0.526,1265,587,0.318,402,0.739,297,2855.0,Marshon Brooks,6.4,179.0,222.0,marshon-brooks-1,1629,2.5,129,0.375,475,0.333,158,9.3,486,0.559,12.4,207.0,790,0.543,429,27.9
446,14.2,126,10.4,1.8,35,,16.8,296.0,0.516,852,366,0.218,186,0.71,132,1835.0,Jordan Hamilton,6.4,106.0,107.0,jordan-hamilton-2,1012,1.8,58,0.461,393,0.377,148,11.7,402,0.538,11.7,124.0,459,0.475,218,27.7
447,6.0,95,8.6,6.7,263,,19.1,573.0,0.506,1410,706,0.47,662,0.743,492,3856.0,JaJuan Johnson,8.4,280.0,246.0,jajuan-johnson-1,1919,1.6,93,0.043,60,0.25,15,13.2,853,0.556,9.8,188.0,1350,0.512,691,26.9
448,26.0,455,10.7,0.3,11,,13.0,353.0,0.48,1555,677,0.377,587,0.826,485,4114.0,Norris Cole,2.0,90.0,312.0,norris-cole-1,1978,3.5,207,0.278,433,0.321,139,6.4,443,0.539,13.4,283.0,1122,0.48,538,26.8
449,17.3,109,7.7,0.9,11,,9.5,105.0,0.503,322,136,0.227,73,0.699,51,1166.0,Cory Joseph,2.2,23.0,65.0,cory-joseph-1,375,1.9,37,0.391,126,0.413,52,6.0,128,0.526,13.1,54.0,196,0.429,84,17.3
450,11.2,180,9.4,1.6,50,,13.2,332.0,0.531,768,390,0.776,596,0.773,461,3134.0,Jimmy Butler,8.5,247.0,183.0,jimmy-butler-1,1277,2.4,115,0.122,94,0.383,36,11.1,579,0.607,9.5,110.0,674,0.525,354,19.0
451,7.5,102,8.9,3.6,113,,17.8,458.0,0.564,1111,537,0.258,287,0.711,204,3133.0,Justin Harper,7.1,193.0,305.0,justin-harper-1,1457,1.5,76,0.421,468,0.382,179,12.4,651,0.584,12.1,172.0,643,0.557,358,24.6
452,11.9,293,6.8,1.8,107,,14.0,655.0,0.504,1879,814,0.342,643,0.773,497,4887.0,Kyle Singler,7.5,360.0,387.0,kyle-singler-1,2392,1.6,168,0.392,736,0.363,267,11.6,1015,0.548,12.6,316.0,1143,0.479,547,24.7
453,25.4,357,6.3,0.3,9,,13.7,366.0,0.507,1228,515,0.303,372,0.755,281,3374.0,Shelvin Mack,2.4,88.0,206.0,shelvin-mack-1,1527,2.1,118,0.493,605,0.357,216,8.3,454,0.544,14.5,239.0,623,0.48,299,26.3
454,17.7,163,7.3,5.2,98,,18.6,304.0,0.497,494,213,0.346,171,0.684,117,1873.0,Tyler Honeycutt,6.9,103.0,112.0,tyler-honeycutt-1,608,2.2,68,0.366,181,0.359,65,13.0,407,0.528,22.1,163.0,313,0.473,148,20.4
455,2.8,28,5.1,3.9,77,,24.8,457.0,0.528,642,339,0.544,349,0.559,195,1890.0,Jordan Williams,12.8,215.0,170.0,jordan-williams-1,873,1.4,47,0.0,0,,0,19.0,672,0.54,9.4,84.0,642,0.528,339,22.5
456,11.8,124,5.8,4.3,117,,21.7,514.0,0.504,1141,535,0.297,339,0.729,247,2628.0,Trey Thompkins,7.8,179.0,196.0,trey-thompkins-1,1396,2.0,90,0.194,221,0.357,79,15.1,693,0.536,15.3,235.0,920,0.496,456,29.7
457,19.1,339,9.5,0.9,42,,18.2,589.0,0.546,1105,527,0.363,401,0.611,245,3964.0,Chandler Parsons,7.7,270.0,282.0,chandler-parsons-1,1452,2.0,129,0.411,454,0.337,153,13.0,859,0.56,15.3,234.0,651,0.575,374,19.6
458,12.4,135,8.3,3.3,85,,21.6,395.0,0.529,1074,518,0.309,332,0.723,240,2810.0,Jon Leuer,6.3,156.0,199.0,jon-leuer-1,1376,1.1,51,0.253,272,0.368,100,12.8,551,0.559,10.3,142.0,802,0.521,418,28.4
459,35.4,319,7.4,0.3,6,,9.4,152.0,0.491,539,253,0.365,197,0.695,137,1996.0,Darius Morris,2.8,45.0,135.0,darius-morris-1,666,1.8,56,0.191,103,0.223,23,6.1,197,0.526,19.6,154.0,436,0.528,230,22.3
460,15.0,184,4.1,0.8,20,,9.5,207.0,0.492,707,312,0.43,304,0.717,218,2514.0,Malcolm Lee,3.6,79.0,191.0,malcolm-lee-1,913,1.6,72,0.361,255,0.278,71,7.0,286,0.536,15.9,161.0,452,0.533,241,21.1
461,26.0,489,8.9,1.4,71,,9.4,421.0,0.505,1856,847,0.425,788,0.811,639,4592.0,Charles Jenkins,2.5,130.0,317.0,charles-jenkins-1,2513,2.9,213,0.254,471,0.382,180,6.6,551,0.563,14.7,385.0,1385,0.482,667,28.4
462,4.9,39,11.4,5.3,84,,19.1,260.0,0.562,337,185,0.279,94,0.649,61,1486.0,Josh Harrellson,14.9,181.0,136.0,josh-harrellson-1,440,1.9,46,0.086,29,0.31,9,16.8,441,0.576,13.6,60.0,308,0.571,176,15.0
463,19.3,424,4.0,0.7,37,,10.4,376.0,0.552,2092,956,0.15,314,0.838,263,4588.0,Andrew Goudelock,2.4,88.0,212.0,andrew-goudelock-1,2571,1.7,130,0.458,958,0.413,396,5.7,464,0.574,12.2,311.0,1134,0.494,560,28.2
464,18.9,191,9.4,2.6,63,,14.0,309.0,0.492,866,417,0.382,331,0.743,246,2345.0,Travis Leslie,12.6,242.0,159.0,travis-leslie-1,1099,2.5,101,0.066,57,0.333,19,13.6,551,0.537,15.0,180.0,809,0.492,398,26.2
465,5.2,94,5.2,8.8,369,,25.1,772.0,0.562,1226,684,0.63,772,0.679,524,3616.0,Keith Benson,10.3,331.0,380.0,keith-benson-1,1903,1.1,68,0.024,29,0.379,11,17.3,1103,0.597,10.3,183.0,1197,0.562,673,23.7
466,17.8,56,2.8,0.2,1,,9.7,48.0,0.461,193,72,0.192,37,0.757,28,530.0,Josh Selby,2.4,10.0,44.0,josh-selby-1,206,2.3,21,0.487,94,0.362,34,6.3,58,0.489,20.1,53.0,99,0.384,38,24.4
467,14.3,281,6.6,5.0,213,,22.0,738.0,0.542,1109,592,0.293,325,0.671,218,4352.0,Lavoy Allen,10.8,409.0,337.0,lavoy-allen-1,1421,1.1,72,0.06,66,0.288,19,16.5,1147,0.562,13.0,189.0,1043,0.549,573,19.3
468,10.7,269,12.6,0.5,24,,7.9,358.0,0.595,1109,473,0.237,263,0.821,216,4688.0,Jon Diebler,1.1,46.0,190.0,jon-diebler-1,1536,1.8,138,0.812,900,0.416,374,5.1,404,0.622,12.0,169.0,209,0.474,99,15.7
469,8.1,94,4.9,3.2,83,,13.9,280.0,0.61,720,439,0.351,253,0.455,115,2502.0,Vernon Macklin,11.4,224.0,261.0,vernon-macklin-1,993,1.1,42,0.001,1,0.0,0,11.8,504,0.591,15.2,151.0,719,0.611,439,20.7
470,17.0,212,7.2,2.1,50,,11.6,250.0,0.472,477,194,0.411,196,0.643,126,2192.0,DeAndre Liggins,2.8,46.0,190.0,deandre-liggins-1,576,2.4,90,0.392,187,0.332,62,7.6,296,0.505,20.5,147.0,290,0.455,132,16.4
471,20.2,400,10.5,1.2,59,,11.7,459.0,0.508,1774,780,0.258,457,0.729,333,4517.0,E'Twaun Moore,4.3,151.0,325.0,etwaun-moore-1,2136,2.5,164,0.36,639,0.38,243,8.0,610,0.536,12.7,289.0,1135,0.473,537,27.5
472,1.9,4,,10.1,42,,12.3,47.0,0.424,59,25,0.373,22,0.409,9,383.0,Ater Majok,9.6,32.0,51.0,ater-majok-1,59,0.6,4,0.0,0,,0,11.0,79,0.425,23.2,21.0,59,0.424,25,11.6
473,26.2,415,8.4,0.2,7,,10.7,296.0,0.489,1301,554,0.484,630,0.713,449,3197.0,Isaiah Thomas,2.3,70.0,208.0,isaiah-thomas-1,1721,2.1,122,0.388,505,0.325,164,6.5,366,0.538,14.8,279.0,796,0.49,390,26.6
474,7.5,50,18.7,13.7,186,,25.6,296.0,0.628,337,210,0.602,203,0.709,144,1281.0,Anthony Davis,11.6,119.0,78.0,anthony-davis-5,567,2.5,54,0.059,20,0.15,3,19.0,415,0.654,8.6,41.0,317,0.653,207,18.8
475,10.8,75,9.1,2.8,37,,17.3,194.0,0.511,326,160,0.589,192,0.745,143,1245.0,Michael Kidd-Gilchrist,10.3,103.0,97.0,michael-kidd-gilchrist-1,476,1.9,39,0.156,51,0.255,13,14.0,297,0.57,17.3,87.0,275,0.535,147,20.6
476,12.7,83,8.6,2.6,31,,20.3,199.0,0.525,393,175,0.44,173,0.769,133,1267.0,Bradley Beal,4.8,50.0,76.0,bradley-beal-1,546,2.5,51,0.473,186,0.339,63,12.3,249,0.575,14.3,79.0,207,0.541,112,23.0
477,19.7,142,8.2,1.3,16,,8.5,108.0,0.516,547,248,0.303,166,0.753,125,1445.0,Dion Waiters,2.5,30.0,115.0,dion-waiters-1,690,4.4,105,0.362,198,0.348,69,5.5,138,0.551,11.1,78.0,349,0.513,179,25.0
478,11.0,101,7.6,3.9,74,,31.2,542.0,0.529,753,395,0.502,378,0.606,229,1960.0,Thomas Robinson,13.8,221.0,217.0,thomas-robinson-2,1026,1.9,63,0.019,14,0.5,7,22.8,763,0.55,15.6,173.0,739,0.525,388,28.3
479,24.3,362,8.1,0.6,19,,14.2,401.0,0.54,1310,584,0.458,600,0.867,520,3363.0,Damian Lillard,1.7,43.0,221.0,damian-lillard-1,1934,2.3,129,0.481,630,0.39,246,8.1,444,0.606,13.4,246.0,680,0.497,338,28.6
480,8.4,96,6.8,1.3,29,,12.3,265.0,0.487,1018,438,0.313,319,0.734,234,2198.0,Harrison Barnes,7.1,149.0,140.0,harrison-barnes-1,1226,1.7,68,0.326,332,0.349,116,9.7,414,0.524,11.1,146.0,686,0.469,322,27.3
481,9.4,82,6.8,2.6,45,,16.8,244.0,0.536,700,317,0.181,127,0.764,97,1681.0,Terrence Ross,4.9,77.0,168.0,terrence-ross-1,847,2.1,63,0.456,319,0.364,116,10.6,321,0.557,11.0,94.0,381,0.528,201,23.8
482,3.4,15,6.0,9.9,92,,17.0,143.0,0.538,292,157,0.301,88,0.295,26,967.0,Andre Drummond,14.2,114.0,75.0,andre-drummond-1,340,1.8,28,0.007,2,0.0,0,15.6,257,0.509,13.5,52.0,290,0.541,157,20.9
483,13.0,71,3.7,0.1,1,,10.0,94.0,0.505,402,174,0.458,184,0.658,121,1129.0,Austin Rivers,2.2,21.0,76.0,austin-rivers-1,527,1.7,33,0.396,159,0.365,58,6.0,115,0.538,13.9,79.0,243,0.477,116,25.2
484,8.5,48,6.3,6.5,73,,23.1,220.0,0.569,349,198,0.413,144,0.729,105,1290.0,Meyers Leonard,8.1,83.0,144.0,meyers-leonard-1,502,1.0,20,0.034,12,0.083,1,15.4,303,0.601,18.4,94.0,337,0.585,197,21.1
485,11.2,124,7.8,1.9,46,,12.2,267.0,0.553,828,399,0.217,180,0.806,145,2406.0,Jeremy Lamb,4.0,82.0,121.0,jeremy-lamb-1,1060,2.0,77,0.406,336,0.348,117,8.2,349,0.58,11.6,120.0,492,0.573,282,22.2
486,43.2,581,3.9,0.4,9,,7.8,159.0,0.505,406,181,0.401,163,0.693,113,2101.0,Kendall Marshall,0.6,12.0,106.0,kendall-marshall-1,523,2.2,83,0.323,131,0.366,48,4.2,171,0.541,28.5,193.0,275,0.484,133,14.7
487,7.8,108,9.5,10.3,277,,24.4,617.0,0.5,955,475,0.365,349,0.484,169,2594.0,John Henson,10.8,269.0,159.0,john-henson-1,1124,1.5,69,0.025,24,0.208,5,17.6,886,0.501,12.9,166.0,931,0.505,470,22.7
488,9.6,47,3.4,4.2,45,,20.3,188.0,0.472,427,193,0.326,139,0.676,94,1155.0,Maurice Harkless,8.4,88.0,74.0,maurice-harkless-1,497,2.6,51,0.185,79,0.215,17,14.0,276,0.504,14.0,80.0,348,0.506,176,24.9
489,34.5,170,8.9,3.0,32,,26.2,231.0,0.54,328,175,0.625,205,0.498,102,1072.0,Royce White,9.4,85.0,89.0,royce-white-1,456,2.2,40,0.037,12,0.333,4,17.7,316,0.536,23.4,130.0,316,0.541,171,26.5
490,4.9,69,10.7,4.6,130,,18.1,472.0,0.543,1010,548,0.52,525,0.775,407,2696.0,Tyler Zeller,12.3,316.0,271.0,tyler-zeller-1,1503,1.6,78,0.002,2,0.0,0,15.1,788,0.597,11.6,165.0,1008,0.544,548,24.1
491,9.5,111,8.9,5.9,140,,19.9,420.0,0.493,820,383,0.489,401,0.638,256,2311.0,Terrence Jones,9.8,188.0,182.0,terrence-jones-1,1064,2.4,92,0.156,128,0.328,42,15.1,608,0.526,11.9,137.0,692,0.493,341,25.4
492,7.4,87,5.3,6.0,244,,20.5,616.0,0.585,1407,809,0.45,633,0.72,456,3672.0,Andrew Nicholson,8.9,271.0,371.0,andrew-nicholson-1,2103,0.9,61,0.055,77,0.377,29,14.9,887,0.616,14.8,296.0,1330,0.586,780,29.1
493,8.0,89,10.3,3.0,59,,25.9,470.0,0.541,849,450,0.583,495,0.733,363,2295.0,Jared Sullinger,13.3,247.0,199.0,jared-sullinger-1,1282,2.1,80,0.061,52,0.365,19,19.5,717,0.591,10.7,130.0,797,0.541,431,27.4
494,4.8,29,8.8,11.7,113,,14.4,137.0,0.576,229,132,0.371,85,0.553,47,1090.0,Fab Melo,11.0,102.0,145.0,fab-melo-1,311,1.4,25,0.0,0,,0,12.8,239,0.577,20.2,68.0,229,0.576,132,15.9
495,8.2,111,8.9,0.9,27,,8.4,224.0,0.607,1102,516,0.339,374,0.856,320,2998.0,John Jenkins,1.7,41.0,122.0,john-jenkins-1,1658,1.3,67,0.634,699,0.438,306,5.2,265,0.648,9.2,130.0,403,0.521,210,24.2
496,14.7,193,5.6,1.0,24,,9.2,201.0,0.505,835,380,0.678,566,0.754,427,2733.0,Jared Cunningham,4.0,93.0,247.0,jared-cunningham-2,1271,4.6,219,0.292,244,0.344,84,6.5,294,0.576,18.5,251.0,591,0.501,296,24.5
497,24.5,130,5.2,1.2,13,,10.7,96.0,0.453,447,198,0.591,264,0.583,154,1062.0,Tony Wroten,8.0,80.0,93.0,tony-wroten-1,559,3.5,66,0.125,56,0.161,9,9.3,176,0.488,18.7,132.0,391,0.483,189,31.2
498,3.9,45,6.6,3.7,87,,21.7,402.0,0.559,470,262,0.426,200,0.625,125,2133.0,Miles Plumlee,13.8,248.0,306.0,miles-plumlee-1,650,1.7,62,0.002,1,1.0,1,17.3,650,0.575,19.6,138.0,469,0.557,261,16.2
499,7.5,100,4.8,2.6,85,,20.6,540.0,0.527,863,441,0.397,343,0.676,232,3020.0,Arnett Moultrie,10.3,296.0,237.0,arnett-moultrie-1,1142,2.0,101,0.112,97,0.289,28,15.5,836,0.557,16.7,206.0,766,0.539,413,21.9
500,8.3,78,4.6,2.6,47,,17.8,299.0,0.531,659,344,0.363,239,0.678,162,2030.0,Perry Jones,10.4,168.0,148.0,perry-jones-1,862,1.3,44,0.065,43,0.279,12,14.2,467,0.558,13.9,125.0,616,0.539,332,22.4
501,25.6,191,3.0,0.8,11,,7.1,84.0,0.449,352,145,0.338,119,0.714,85,1303.0,Marquis Teague,1.6,17.0,91.0,marquis-teague-1,401,1.7,37,0.227,80,0.325,26,4.5,101,0.491,21.1,109.0,272,0.438,119,20.2
502,1.8,18,5.5,9.2,205,,17.4,328.0,0.562,587,330,0.799,469,0.584,274,2168.0,Festus Ezeli,12.8,215.0,314.0,festus-ezeli-1,934,1.2,41,0.0,0,,0,14.6,543,0.577,19.4,195.0,587,0.562,330,23.7
503,14.3,252,7.4,1.5,60,,12.9,472.0,0.524,1378,665,0.473,652,0.693,452,3923.0,Jeffery Taylor,7.8,280.0,313.0,jeffery-taylor-1,1897,2.2,146,0.233,321,0.358,115,11.2,752,0.562,15.5,309.0,1057,0.52,550,26.0
504,3.1,24,9.2,11.2,164,,20.1,303.0,0.627,437,274,0.533,233,0.528,123,1698.0,Bernard James,12.9,181.0,124.0,bernard-james--1,671,1.9,55,0.0,0,,0,16.6,484,0.613,18.3,123.0,437,0.627,274,19.7
505,12.5,131,12.9,3.2,67,,20.8,392.0,0.56,762,375,0.377,287,0.683,196,2174.0,Jae Crowder,8.2,153.0,178.0,jae-crowder-1,1049,3.6,136,0.386,294,0.35,103,14.5,545,0.584,7.6,74.0,468,0.581,272,21.9
506,24.6,425,13.1,3.6,116,,26.6,813.0,0.506,1163,543,0.426,495,0.687,340,3619.0,Draymond Green,9.3,283.0,396.0,draymond-green-1,1517,3.0,180,0.217,252,0.361,91,18.0,1096,0.543,16.5,277.0,911,0.496,452,23.7
507,21.1,319,5.9,2.1,68,,14.3,469.0,0.526,1615,738,0.438,708,0.72,510,3878.0,Orlando Johnson,6.4,222.0,276.0,orlando-johnson-1,2208,1.9,112,0.352,568,0.391,222,10.5,691,0.566,14.2,324.0,1047,0.493,516,31.3
508,5.3,86,7.9,5.3,177,,17.9,528.0,0.604,835,503,0.594,496,0.708,351,3488.0,Quincy Acy,10.8,300.0,355.0,quincy-acy-1,1360,1.7,102,0.008,7,0.429,3,14.4,828,0.635,16.7,214.0,828,0.604,500,19.1
509,11.6,53,4.8,2.9,24,,17.5,128.0,0.485,309,138,0.369,114,0.816,93,903.0,Quincy Miller,7.5,54.0,69.0,quincy-miller-1,393,1.7,25,0.223,69,0.348,24,12.5,182,0.541,15.4,66.0,240,0.475,114,23.9
510,18.7,175,7.2,0.9,17,,14.4,265.0,0.489,789,340,0.345,272,0.768,209,2263.0,Khris Middleton,7.0,131.0,187.0,khris-middleton-1,981,2.4,87,0.364,287,0.321,92,10.6,396,0.534,15.9,173.0,502,0.494,248,25.5
511,18.4,201,7.3,1.9,42,,16.8,333.0,0.517,842,397,0.311,262,0.733,192,2306.0,Will Barton,6.6,119.0,154.0,will-barton-1,1062,2.6,104,0.302,254,0.299,76,11.9,452,0.549,14.5,164.0,588,0.546,321,24.9
512,25.9,575,5.2,0.7,31,,7.4,277.0,0.529,1156,551,0.438,506,0.708,358,4039.0,Tyshawn Taylor,1.4,47.0,307.0,tyshawn-taylor-1,1580,2.5,172,0.28,324,0.37,120,4.6,324,0.566,21.3,379.0,832,0.518,431,21.8
513,10.0,122,6.8,0.3,8,,7.0,149.0,0.589,693,336,0.359,249,0.811,202,2327.0,Doron Lamb,1.8,34.0,157.0,doron-lamb-1,1018,1.1,41,0.437,303,0.475,144,4.5,183,0.627,10.4,94.0,390,0.492,192,19.9
514,8.9,124,7.2,1.4,51,,24.2,610.0,0.529,1122,585,0.405,454,0.775,352,3457.0,Mike Scott,10.4,334.0,263.0,mike-scott-4,1538,1.3,85,0.039,44,0.364,16,16.6,944,0.575,13.6,211.0,1078,0.528,569,24.1
515,10.7,204,5.7,0.8,28,,12.2,336.0,0.517,1227,515,0.337,414,0.727,301,3409.0,Kim English,3.1,94.0,253.0,kim-english-1,1570,2.6,151,0.494,606,0.394,239,7.4,430,0.551,14.2,236.0,621,0.444,276,23.8
516,4.8,45,6.5,4.4,93,,15.7,269.0,0.538,540,289,0.443,239,0.741,177,2091.0,Justin Hamilton,12.6,230.0,192.0,justin-hamilton-2,758,1.2,36,0.022,12,0.25,3,13.7,499,0.58,13.4,101.0,528,0.542,286,18.4
517,13.2,278,8.7,2.5,100,,9.1,339.0,0.537,990,444,0.229,227,0.815,185,3789.0,Darius Miller,4.7,150.0,351.0,darius-miller-1,1248,1.7,114,0.467,462,0.379,175,7.3,489,0.568,16.3,214.0,528,0.509,269,17.3
518,14.5,249,-1.6,0.6,24,,14.2,426.0,0.503,1594,706,0.356,567,0.734,416,3718.0,Kevin Murphy,3.3,108.0,273.0,kevin-murphy-1,2019,1.6,102,0.322,513,0.372,191,8.8,534,0.542,17.0,381.0,1081,0.476,515,30.0
519,8.5,122,5.4,8.8,283,,25.6,760.0,0.577,1104,610,0.44,486,0.685,333,3542.0,Kyle O'Quinn,11.6,332.0,378.0,kyle-oquinn-1,1607,1.1,69,0.188,207,0.261,54,18.7,1092,0.602,16.4,262.0,897,0.62,556,23.0
520,10.6,208,7.2,2.0,67,,12.9,446.0,0.5,1094,491,0.497,544,0.702,382,3725.0,Kris Joseph,5.7,181.0,224.0,kris-joseph-1,1476,2.7,179,0.309,338,0.331,112,9.5,627,0.546,13.8,217.0,756,0.501,379,21.9
521,17.1,262,5.2,0.5,17,,9.7,265.0,0.532,1257,558,0.344,432,0.722,312,3238.0,Darius Johnson-Odom,2.1,56.0,237.0,darius-johnson-odom-1,1649,1.7,93,0.437,549,0.403,221,5.9,321,0.564,13.2,223.0,708,0.476,337,26.2
522,13.8,268,8.1,3.2,112,,22.7,625.0,0.525,1315,583,0.353,464,0.841,390,3830.0,Robbie Hummel,5.9,237.0,306.0,robbie-hummel-1,1772,1.6,131,0.422,555,0.389,216,13.7,862,0.577,8.2,138.0,760,0.483,367,24.2
523,12.2,237,9.4,0.4,14,,12.1,348.0,0.563,1311,597,0.285,373,0.799,298,3598.0,Marcus Denmon,3.9,131.0,185.0,marcus-denmon-1,1775,2.8,178,0.538,705,0.401,283,7.9,479,0.596,8.6,140.0,606,0.518,314,22.2
524,6.1,91,6.2,6.7,186,,17.2,438.0,0.504,812,409,0.756,614,0.735,451,2946.0,Robert Sacre,10.3,241.0,306.0,robert-sacre-1,1270,1.4,70,0.005,4,0.25,1,13.7,679,0.575,16.6,220.0,808,0.505,408,22.8
525,8.8,34,8.5,4.6,43,,24.0,199.0,0.58,379,202,0.467,177,0.701,124,950.0,Anthony Bennett,10.3,86.0,80.0,anthony-bennett-1,564,1.5,24,0.253,96,0.375,36,17.1,285,0.609,12.3,65.0,283,0.587,166,27.5
526,13.9,175,11.2,2.3,56,,15.7,330.0,0.57,754,406,0.476,359,0.716,257,2558.0,Victor Oladipo,10.4,207.0,248.0,victor-oladipo-1,1117,3.8,161,0.188,142,0.338,48,13.1,537,0.604,18.0,203.0,612,0.585,358,22.7
527,14.9,135,11.4,3.1,55,,20.3,336.0,0.545,588,293,0.41,241,0.751,181,2077.0,Otto Porter,7.7,121.0,125.0,otto-porter-1,822,2.9,94,0.264,155,0.355,55,14.2,457,0.585,10.8,85.0,433,0.55,238,20.9
528,9.5,92,11.9,4.4,87,,19.4,337.0,0.592,674,399,0.705,475,0.756,359,2087.0,Cody Zeller,11.8,188.0,177.0,cody-zeller-1,1157,2.5,86,0.003,2,0.0,0,15.7,525,0.643,13.5,141.0,672,0.594,399,25.4
529,7.2,50,6.6,8.6,125,,21.2,272.0,0.539,418,225,0.476,199,0.663,132,1470.0,Alex Len,11.8,145.0,155.0,alex-len-1,583,0.5,12,0.022,9,0.111,1,16.5,417,0.569,15.4,93.0,409,0.548,224,20.7
530,9.5,38,14.6,13.2,106,,23.9,162.0,0.59,166,98,0.627,104,0.529,55,765.0,Nerlens Noel,10.4,65.0,62.0,nerlens-noel-1,251,3.9,50,0.0,0,,0,17.4,227,0.583,17.3,45.0,166,0.59,98,17.4
531,12.6,73,10.2,2.2,25,,13.2,145.0,0.586,400,198,0.345,138,0.87,120,1191.0,Ben McLemore,5.0,47.0,69.0,ben-mclemore-1,589,1.8,37,0.435,174,0.42,73,9.4,192,0.633,14.2,77.0,226,0.553,125,23.2
532,13.3,96,9.3,1.6,28,,18.8,310.0,0.507,814,338,0.307,250,0.752,188,2114.0,Kentavious Caldwell-Pope,4.6,82.0,139.0,kentavious-caldwell-pope-1,1013,3.8,123,0.539,439,0.339,149,11.5,392,0.543,9.7,100.0,375,0.504,189,27.0
